company,title,location,link,job_posted,category,source,description
PUBLICIS GROUPE,Manager Agile Program Management -German speaking,"Altstadt-Lehel, München",https://www.adzuna.de/details/4558111460?utm_medium=api&utm_source=16b1dafa,2024-02-05,"Company Description Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally-enabled state, both in the way they work and the way they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity. United by our core values and our purpose of helping people thrive in the brave pursuit of next, our 20,0…",Administrative bodies,Afternoon
PUBLICIS GROUPE,Senior Manager CXI Consulting - Financial Services (German speaker),"München, München (Kreis)",https://www.adzuna.de/details/4570274581?utm_medium=api&utm_source=16b1dafa,2024-02-15,"Company Description Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally enabled state, both in the way they work and the way they serve their customers. We help unlock value through a startup mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity. United by our core values and our purpose of helping people thrive in the brave pursuit of next, our 20,00…",Accounting & finance positions,Afternoon
Allianz,Senior Pricing Actuary (m/f/d),"Unterföhring, München (Kreis)",https://www.adzuna.de/details/4553364878?utm_medium=api&utm_source=16b1dafa,2024-02-01,"Let's care for tomorrow. Your ambitions. Your dreams. Your tomorrow. Whether it's aircraft, international business, offshore wind parks or Hollywood film productions, Allianz Commercial has an extensive range of risks covered when it comes to protecting businesses. We are looking for a Senior Pricing Actuary (m/f/d), based in Munich or London. The Impact You Will Have The Pricing team drives the global implementation of costing and pricing excellence for all commercial businesses. To advance wi…",Accounting & finance positions,Afternoon
EPAM Systems Inc,Principal Data & Analytics Consultant - Machine Learning/Artificial Intelligence (ML/AI) (m/f/d),"München, München (Kreis)",https://www.adzuna.de/details/4562840158?utm_medium=api&utm_source=16b1dafa,2024-02-08,Are you an avid technologist who enjoys solving and driving complex AI challenges? Are you hungry to thrive in an entrepreneurial environment and take ownership for critical technical and business decisions that directly impact EPAM and our clients? If so then EPAM has a rare opportunity for you to join us as a Principal Data & Analytics Consultant in Germany with a specific focus on Machine Learning (ML) and Artificial Intelligence (AI). The role is a senior level position (Director equivalent…,Administrative bodies,Afternoon
BayWa r.e. AG,Team Lead/Product Owner Global Business Intelligence and Data Warehouse (m/f/d) - Solar Trade,"München, München (Kreis)",https://www.adzuna.de/details/4545967363?utm_medium=api&utm_source=16b1dafa,2024-01-26,"At BayWa r.e. we r.e.think energy - how it is produced, stored and can be best used to enable the global renewable energy transition that is essential to the future of our planet. Based in 30 countries, BayWa r.e. is a leading global renewable energy developer, service provider, distributor and energy solutions provider. Operating throughout Europe, the Americas and Asia-Pacific, we are strategically investing in emerging markets around the world, actively shaping the future of energy and takin…",Accounting & finance positions,Afternoon
PUBLICIS GROUPE,Client Partner Energy & Commodities,"München, München (Kreis)",https://www.adzuna.de/details/4545964272?utm_medium=api&utm_source=16b1dafa,2024-01-26,"Company Description Publicis Sapient is a digital transformation partner helping established organizations get digitally enabled, both in the way they work and how they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting, and customer experience with agile engineering and problem-solving creativity. As digital pioneers with 20,000 people and 53 offices worldwide, our experience spanning technology, data sciences, consulting, and…",Accounting & finance positions,Afternoon
Sixt,Executive Analyst (m/f/d) Pricing & Yield,"München, München (Kreis)",https://www.adzuna.de/details/4565492845?utm_medium=api&utm_source=16b1dafa,2024-02-11,Are you looking for an exhilarating career opportunity working at the heart of what makes SIXT a successful business? The Commercial Analytics Department is currently seeking a talented individual to join our Pricing and Yield Analytics team. The person (m/f/d) will report to the Head of Pricing & Yield Analytics and work closely with business and management to identify growth opportunities and advance our business through advanced analytics. This position combines a deep understanding of marke…,Accounting & finance positions,Afternoon
Microsoft Corporation,Enterprise Solution Architect,"München, München (Kreis)",https://www.adzuna.de/details/4549098367?utm_medium=api&utm_source=16b1dafa,2024-01-29,"Are you an experienced Enterprise Solution Architect, and you love what you do? Would you like to be a part of a global customer facing Team focussed on solving complex, real-world business problems? Would you like to be a part of a community of technical leaders, highly specialised in their disciplines and working together as one to bring the best practices of engineering and architecture to world's largest enterprise customers? The Industry Solutions Delivery (ISD) Engineering & Architecture …",Administrative bodies,Afternoon
Holidu,Senior Engineering Manager - Data Engineering (f/m/d),"München, München (Kreis)",https://www.adzuna.de/details/4564037438?utm_medium=api&utm_source=16b1dafa,2024-02-09,"Your future team You will be responsible for the Data Engineering team in the Business Intelligence department. The team is in charge of creating, maintaining and refining the core data pipeline tools, including the Data Warehouse and Data Lake, and to support some core pipelines on top of that. Your team will support the organization to answer all its data need. You will take on the responsibility to create of enabling a DataMesh based approach to support different teams in leveraging the data…",IT-Stellen,Afternoon
IQVIA Holdings Inc,Associate Principal,"München, München (Kreis)",https://www.adzuna.de/details/4564888102?utm_medium=api&utm_source=16b1dafa,2024-02-10,"Internal Location: EU Wide / Flexible, office or remote Solution Area: Brand & Commercial Strategy Overview IQVIA (www.IQVIA.com) is the world's leading company providing information, technology, and services for virtually every type of stakeholder in healthcare. Every day, IQVIA innovates on a large scale. We have been the big data company in healthcare before the ""Big Data"" term was defined. Since 1954 we have been helping healthcare organizations harness commercial and scientific insights an…",Accounting & finance positions,Afternoon
Holidu,(Senior) Developer - Data Engineering (f/m/d),"München, München (Kreis)",https://www.adzuna.de/details/4564037439?utm_medium=api&utm_source=16b1dafa,2024-02-09,"Your future team You will be part of the Data Engineering team in the Business Intelligence department. The team is responsible for creating, maintaining and refining the core data pipeline tools, including the Data Warehouse and Data Lake, and to support some core pipelines on top of that. Your team will support the organization to answer all its data need. Your team will consist of 4 data engineers. You will take on the responsibility to create of enabling a DataMesh based approach to support…",IT-Stellen,Afternoon
Allianz,Senior Pricing Actuary - 24-month Fixed Term Contract (m/f/d),"Unterföhring, München (Kreis)",https://www.adzuna.de/details/4537150516?utm_medium=api&utm_source=16b1dafa,2024-01-22,"Let's care for tomorrow. Your ambitions. Your dreams. Your tomorrow. Whether it's aircraft, international business, offshore wind parks or Hollywood film productions, Allianz Commercial has an extensive range of risks covered when it comes to protecting businesses. We are looking for a Senior Pricing Actuary - 24-month Fixed Term Contract based in London or Munich. Your Team The Integrated Commercial Pricing team is part of the Chief Technical Office Function, and a sub-stream of the Pricing Tr…",Accounting & finance positions,Afternoon
Flix,Business Owner Operations Research,"München, München (Kreis)",https://www.adzuna.de/details/4567404585?utm_medium=api&utm_source=16b1dafa,2024-02-13,"The Operations Research Team is looking for a hands-on and motivated Business Owner who can help us shape our Revenue Management Domain. You will be part of a big team of operation research analysts and business owners. You will be part of the Pricing & Yield department (P&Y) which is responsible for the revenue optimization of the full network. In particular, our department aims to define the best possible pricing strategy to maximize our revenue given current and historic demand patterns, com…",Accounting & finance positions,Afternoon
E.ON,Technical Data Governance Manager (d/f/m),"München, München (Kreis)",https://www.adzuna.de/details/4542940167?utm_medium=api&utm_source=16b1dafa,2024-01-24,"You have a passion for technology and want to make the world a greener place? Then become a change maker (f/m/d) and join our team as a Technical Data Governance Manager (d/f/m) at E.ON Digital Technology (EDT). E.ON Digital Technology plays a key role in shaping the energy transition by leading E.ONs digital transformation across Europe. We explore new paths through developing ideas, breaking new ground, making visions reality, and bringing new technologies to life. In flexible working models …",Accounting & finance positions,Afternoon
E.ON,Technical Data Governance Manager (d/f/m),"München, München (Kreis)",https://www.adzuna.de/details/4542939780?utm_medium=api&utm_source=16b1dafa,2024-01-24,"You have a passion for technology and want to make the world a greener place? Then become a change maker (f/m/d) and join our team as a Technical Data Governance Manager (d/f/m) at E.ON Digital Technology (EDT). E.ON Digital Technology plays a key role in shaping the energy transition by leading E.ONs digital transformation across Europe. We explore new paths through developing ideas, breaking new ground, making visions reality, and bringing new technologies to life. In flexible working models …",Accounting & finance positions,Afternoon
CloudFlare,"Senior Data Scientist, Web Security","München, München (Kreis)",https://www.adzuna.de/details/4549096884?utm_medium=api&utm_source=16b1dafa,2024-01-29,"About Us At Cloudflare, we have our eyes set on an ambitious goal: to help build a better Internet. Today the company runs one of the world's largest networks that powers approximately 25 million Internet properties, for customers ranging from individual bloggers to SMBs to Fortune 500 companies. Cloudflare protects and accelerates any Internet application online without adding hardware, installing software, or changing a line of code. Internet properties powered by Cloudflare all have web traf…",Administrative bodies,Afternoon
Evotec SE,Research Scientist (all genders) - Bioinformatics,"München, München (Kreis)",https://www.adzuna.de/details/4533523370?utm_medium=api&utm_source=16b1dafa,2024-01-19,"In the Global Bioinformatics team at Evotec more than 100 scientists with diverse backgrounds in biology, computer science, mathematics, and biomedicine work on the analysis and interpretation of omics data. Together with our colleagues in the wetlabs we develop and continuously improve our high throughput and high precision omics platforms. In drug discovery projects we work together with scientist from multiple other disciplines in a global organization of more than 5.000 employees across 15 …",Apprenticeships,Afternoon
Qualcomm,"Mandatory Internship (m/f/d) - IT Data Analytics - Machine Learning - RF360 Munich, Germany","München, München (Kreis)",https://www.adzuna.de/details/4556608807?utm_medium=api&utm_source=16b1dafa,2024-02-03,"Company: RF360 Europe GmbH Job Area: Interns Group, Interns Group > Interim Engineering Intern - HW General Summary: RF360 Europe GmbH is a Qualcomm Incorporated subsidiary with R&D and manufacturing and/or sales locations in Europe and Asia and its headquarters in Munich, Germany (collectively, ""RF360""), driving innovation in Radio Frequency Front End (RFFE). With over 4,500 employees worldwide, RF360 develops and manufactures innovative RFFE filtering solutions for mobile devices and fast-gro…",Administrative bodies,Afternoon
Qualcomm,"Mandatory Internship (m/f/d) - IT Data Analytics - Data Engineering - RF360 Munich, Germany","München, München (Kreis)",https://www.adzuna.de/details/4556608826?utm_medium=api&utm_source=16b1dafa,2024-02-03,"Company: RF360 Europe GmbH Job Area: Interns Group, Interns Group > Interim Engineering Intern - HW General Summary: RF360 Europe GmbH is a Qualcomm Incorporated subsidiary with R&D and manufacturing and/or sales locations in Europe and Asia and its headquarters in Munich, Germany (collectively, ""RF360""), driving innovation in Radio Frequency Front End (RFFE). With over 4,500 employees worldwide, RF360 develops and manufactures innovative RFFE filtering solutions for mobile devices and fast-gro…",IT-Stellen,Afternoon
DataBricks,Senior Specialist Solutions Engineer - Governance,"München, München (Kreis)",https://www.adzuna.de/details/4529179375?utm_medium=api&utm_source=16b1dafa,2024-01-17,"FEQ225R48 As a Sr. Specialist Solutions Engineer (Sr.SSE) - Data Governance, you will guide customers in adopting Unity Catalog (a unified data governance solution) and Delta Sharing (a secure data sharing platform) on Databricks for a variety of different customers. You will be in a customer-facing role, working with and supporting the Solution Architects, which requires production deployment experience with data governance solutions and hands-on experience with cloud data lakes. You will help…",Accounting & finance positions,Afternoon
Süddeutsche Zeitung Digitale Medien GmbH,Werkstudent (m/w/d) Data Science,"München, München (Kreis)",https://www.adzuna.de/land/ad/4559596995?se=EAZD5sbM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=ADC006074B0F5E8337561ADA77810CA457577A45,2024-02-06,"Tasks Profile We offer The Süddeutsche Zeitung Digitale Medien GmbH, a company of the Südwestdeutsche Medienholding (SWMH), is looking for a working student (m/f/d) Data Science as soon as possible Who we are The Süddeutsche Zeitung Digitale Medien GmbH (SZDM) is the digital Creative center of the Süddeutsche Zeitung. Simply know more faster: The technical, design and editorial production of all digital products of the Süddeutsche Zeitung is the main task of the SZ...",Other/General Positions,Afternoon
Hoffmann Group,Data Science Product Manager (m/f/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4546865990?se=EAZD5sbM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=33020AE00E1E99A5EB1415D06A0C17074E79980B,2024-01-27,"More than 4,000 highly motivated employees in over 50 countries have made the Hoffmann Group through their performance into Europe's leading partner for quality tools, factory equipment and personal protective equipment and ""Germany's Best Employer 2023"" with a very high level of attractiveness (awarded by DIE WELT). Our healthy growth is reflected, among other things, in a global annual turnover of more than 1.5 billion euros in 2023. As a family business, we offer a working environment charac…",Positions in science and quality assurance,Afternoon
ProSiebenSat.1 Careers,Intern Data Science & AI (m/f/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4548461379?se=EAZD5sbM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=6D18F307AB9C913FCD8322B8C057BD0D70C23049,2024-01-29,"Let's CreateMomentsThatMatter together ProSiebenSat.1 is the home of popular entertainment as well as infotainment and a leading entertainment and commerce player in the German-speaking region. Our Entertainment portfolio is complemented by digital consumer brands in the Commerce & Ventures and Dating & Video segments. Behind ProSiebenSat.1 there are around 7,000 employees, who inspire our audience and customers with great passion day by day. Success stories start here. Yours too? Let's CreateM…",Positions in science and quality assurance,Afternoon
Schleich GmbH,Working Student Data Science / Computer Science (all genders),"Altstadt-Lehel, München",https://www.adzuna.de/land/ad/4569538595?se=EAZD5sbM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=62153FA2074CDB8E19BF1A0522CF4A3CA18157E0,2024-02-15,"The following adventures await you at Schleich: Collecting and organizing data from various sources and ensuring that the data is clean and correct. Helping users clarify problems and doubts regarding the data. Helping to identify trends and patterns in data sets Capturing requirements and business needs for reporting Creating visualizations (charts, graphs) to share insights (in Power BI)…",IT-Stellen,Afternoon
Publicis Sapient,Manager Data Science - German speaker,"Altstadt-Lehel, München",https://www.adzuna.de/land/ad/4563952427?se=EAZD5sbM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=04B159A3222721FC52D83F69FF628F97A98BD08F,2024-02-09,"In this role, you will help to drive the Data Science practice and play a critical role in helping advance the application of business intelligence, advanced data analytics and machine learning as a core building block for our market offerings. Assist in the project delivery for Data Science work, focusing on how the customer experience and understanding can be improved to ultimately help our client's business growth. As an evangelist for Analytics, you will partner with leaders in various divi…",Positions for university graduates,Afternoon
Publicis Sapient,Senior Associate Data Science - German speaking,"Altstadt-Lehel, München",https://www.adzuna.de/land/ad/4563952398?se=EAZD5sbM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=A622BC8F1FEBCDC8C4C2DB429FA7B7B0FDA1C9D4,2024-02-09,"In this role, you will help to drive the Data Science practice and play a critical role in helping advance the application of advanced data analytics and machine learning as a core building block for our market offerings. Assist in the project delivery for machine learning work, focusing on how the customer experience and understanding can be improved to help our clients' business growth ultimately. Further, you will partner with individuals in various divisions, industries and geographies to e…",Positions for university graduates,Afternoon
Telefónica Deutschland,Dual study program in Data Science and Scientific Computing (B.Sc.) in Munich (m/f/d),"Moosach, München",https://www.adzuna.de/land/ad/4553518727?se=EAZD5sbM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=B5D03B77A513CC8CD2FAF1ED5EB08387521F5768,2024-02-01,"Who we are We are O2 Telefónica – with our mobile phone brands we connect millions of people and offer our customers mobile freedom in the digital world. In addition, as a leading telecommunications provider, we play a key role in shaping digitalization in Germany. Our approximately 7,400 employees in this country are driving the transformation forward every day - including in our own company. Telefónica is one of the top employers in Germany and is...",Positions for university graduates,Afternoon
Fraunhofer-Institut für Integrierte Schaltungen IIS,Group leader for Data Efficient Automated Learning – Research Institute,"München, München (Kreis)",https://www.adzuna.de/land/ad/4567936703?se=gPgi6sbM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=97C78275D8093C39C27253023DFC9C9B65BF6B4F,2024-02-14,"The Fraunhofer-Gesellschaft currently operates 76 institutes and research facilities in Germany and is the world's leading organization for application-oriented research. Around 30,800 employees work on an annual research volume of 3.0 billion euros. The Fraunhofer IIS Working Group for Supply Chain Services uses data to optimize organizations, their processes, business models and strategies. To do this, it combines economic methods and technological…",Advisory positions,Afternoon
MTU Aero Engines AG,Werkstudent Data Science / Data Engineering (all genders),"München, München (Kreis)",https://www.adzuna.de/details/4540761381?utm_medium=api&utm_source=16b1dafa,2024-01-23,"UPLIFTYOURFUTURE We are over 11,000. At 18 locations worldwide. Every third aircraft flies with our technology. Always more efficient, quieter, more sustainable. We are shaping the future of aviation. What else do we need? She. Our team in Munich is looking for you: Working Student Data Science / Data Engineering (all genders) A variety of different data is generated during the maintenance of aircraft engines. Only when this information has been prepared, checked and compiled can...",Apprenticeships,Afternoon
Celonis,Intern/WS - Product Data Science,"München, München (Kreis)",https://www.adzuna.de/details/4529177922?utm_medium=api&utm_source=16b1dafa,2024-01-17,"We're Celonis, the global leader in process mining technology, and we've delivered enormous value to the world's largest and most esteemed companies. To continue to help organizations uncover hidden business value opportunities, reduce carbon emissions, and radically improve customer service, we need you to join us. The Team: As a member of the Engineering organization, the Product Analytics & Data Sciences team provides analytic support and a strategic perspective to the product and engineerin…",Accounting & finance positions,Afternoon
DEVnet GmbH,Senior Data Analyst (BI & Data Science),"München, München (Kreis)",https://www.adzuna.de/details/4549094349?utm_medium=api&utm_source=16b1dafa,2024-01-29,"What the job offers you Projects in complex data landscapes and structures Changing challenges along digital business processes Developing solutions and advising our customers at eye level Further development of our Data & Analytics topic area Expansion of our customer relationships and support of customer acquisition processes 2 A few key data you should agree with Enjoy organizing, preparing, and analyzing data Confident in creating automated reports and metrics systems Experience developing …",Accounting & finance positions,Afternoon
ARRK Engineering GmbH,Group Leader / Business Manager Machine Learning (m/f/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4537836997?se=gPgi6sbM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=63D0937400DCF7A81CBFF1777574DE7D05740D31,2024-01-23,"ARRK Engineering is part of the international ARRK group of companies and specializes in product development. Within the ARRK group of companies, we implement product developments from virtual development to prototypes and production in small series. Tasks You are responsible for the strategic expansion of the machine learning area for driver assistance systems. You are responsible for the entrepreneurial responsibility for your own business unit with sales and profit responsibility.",Advisory positions,Afternoon
MEAG MUNICH ERGO AssetManagement GmbH,Werkstudent (m|w|d) - Capital Markets Risk Management,"München, München (Kreis)",https://www.adzuna.de/land/ad/4570771490?se=BEsH7sbM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=A90B1F66C864261D8E37E0E11B00B8114B1BE496,2024-02-16,"MEAG is part of the Munich Re Group and is also one of the most important asset management companies in the world. In order to strengthen our “Capital Markets Risk Management” team, we are looking for a working student (m|f|d) for our location in Munich from May 1st, 2024. Tasks Support in the development and improvement of R and Python codes / as well as Power Bi dashboards for monitoring risk positions / exposures in portfolios Analysis of various risk models to determine...",Other/General Positions,Afternoon
ARAG Krankenversicherungs-AG,Werkstudent Data Analyst & Data Warehouse KV (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4547636664?se=BEsH7sbM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=2BEDA56C4F0B6C8BCE89CA3CC67AEE1056670872,2024-01-28,"Why have you come to the right place? Because we not only have many exciting tasks for you, but above all a real mission: We help people. With your special skills, you can do your part to ensure that we can be there for our customers. If something happens and if possible, beforehand. Develop your strengths in an internationally successful family business where independence, fairness and equal opportunities are lived together. Every day…",Other/General Positions,Afternoon
BRL Risk Consulting GmbH & Co. KG,Manager for Data Science & Artificial Intelligence (m/f/d),"Altstadt-Lehel, München",https://www.adzuna.de/details/4554733788?utm_medium=api&utm_source=16b1dafa,2024-02-02,"About BRL Risk Consulting GmbH & Co. KG: We are an internationally oriented partnership of lawyers, auditors and tax consultants that was founded in 2006. Today we have around 380 employees in Hamburg, Berlin, Bochum, Hanover, Dortmund, Munich and Bielefeld. Through our own company and through Moore Global, a global network of independent WP/StB companies, we are ideally positioned to also serve transnational...",Positions in science and quality assurance,Afternoon
ProSiebenSat.1 Careers,Senior Manager Portfolio Content Strategy (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4563768465?se=bkX-8cbM7hG9SdDVYrbSxQ&utm_medium=api&utm_source=16b1dafa&v=E2B3815DCA5A1A89954CCD9114DCCEAC8E5711F6,2024-02-09,"Let's CreateMomentsThatMatter together ProSiebenSat.1 is the home of popular entertainment and infotainment and one of the leading entertainment and commerce providers in German-speaking countries. Our entertainment portfolio is complemented by digital consumer brands in the Commerce & Ventures and Dating & Video segments. There are around 7,000 employees behind ProSiebenSat.1 who inspire our viewers and customers every day with great passion...","Positions in PR, advertising & marketing",Afternoon
check24,Working Student (m/f/d) Data Science / Machine Learning Factory,"Altstadt-Lehel, München",https://www.adzuna.de/details/4558111758?utm_medium=api&utm_source=16b1dafa,2024-02-05,"CHECK24 - The Best of Both Worlds: We are Germany's largest comparison portal and a dynamic startup in one. In small agile teams, we work daily on more than 50 products to make life easier for our over 15 million customers: We create transparency, make complex products easily understandable, and help consumers save time and money. We are looking for a highly motivated working student (m/f/d) Data Science / Machine Learning to join our team. As a working student, you will have the opportunity to…",Accounting & finance positions,Afternoon
Jochen Schweizer mydays Holding GmbH,Director of Operations (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4557963010?se=bkX-8cbM7hG9SdDVYrbSxQ&utm_medium=api&utm_source=16b1dafa&v=006C7EB60FE2FE71B5A6A928016668111296F0DB,2024-02-05,"Welcome to the Jochen Schweizer mydays Group We have been a subsidiary of the ProSiebenSat.1 Group since October 2017. The group includes the two experience providers Jochen Schweizer and mydays. Together, with our combined expertise and strength, we can enrich the lives of our customers even more comprehensively: We show the most comfortable way to a noticeable, unforgettable experience - for everyone, at any time, in any place. Our vision: To inspire people to live their best life...",Advisory positions,Afternoon
Pixida GmbH,Scrum Master (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4549544458?se=bkX-8cbM7hG9SdDVYrbSxQ&utm_medium=api&utm_source=16b1dafa&v=4EB57237137ECFBDE743FC6774FA4CDF78902F55,2024-01-30,"Job offer [ ](https://www.pixida.com/) Scrum Master (m/f/d) Pixida is a renowned technology partner that delivers innovations in the areas of digital services, data science, location-based services, mobile & cloud Applications and Embedded Systems. Our customer portfolio extends from medium-sized companies to large international corporations. We generate comprehensive solutions through professional services, from the idea through implementation to...",Advisory positions,Afternoon
PIXIDA GmbH,Scrum Master (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4554458267?se=bkX-8cbM7hG9SdDVYrbSxQ&utm_medium=api&utm_source=16b1dafa&v=753A23A15324B3AA82AE37BE2E3302C46DD4093B,2024-02-02,"Pixida is a renowned technology partner that drives innovation in the areas of digital services, data science, location-based services, mobile & cloud applications and embedded systems. Our customer portfolio extends from medium-sized companies to large international corporations. We generate comprehensive solutions through professional services, from the idea through implementation to implementation. To support our product development teams…",IT-Stellen,Afternoon
ASAP,"Student | Data Science / AI Automotive (m/f/d) - Development, Research, IT","München, München (Kreis)",https://www.adzuna.de/details/4567054620?utm_medium=api&utm_source=16b1dafa,2024-02-13,"THE ASAP GROUP What makes us great? The people of the ASAP Group With a focus on future-oriented technologies, we have become a top engineering partner in a very short time. As an independent subsidiary of the global player HCLTech, we combine stability with an innovative mindset. Are you looking for people, projects and development opportunities that will take you forward? Then apply now and become part of our success story from requirements engineering to functional and software development...",Technician positions,Afternoon
Pixida GmbH,PLC automation engineer (m/f/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4549544459?se=7MkL9sbM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=2ACB80D6FB8EFF984F1F4A641DAFC4CF2221D927,2024-01-30,"Job offer [ ](https://www.pixida.com/) PLC Automation Engineer (m/f/d) Pixida is a renowned technology partner that delivers innovations in the areas of digital services, data science, location-based services, mobile & Cloud applications and embedded systems. Our customer portfolio extends from medium-sized companies to large international corporations. We generate comprehensive solutions through professional services, from the idea to implementation…",Advisory positions,Afternoon
TÜV SÜD,Data Quality Officer (f/m/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4537836368?se=7MkL9sbM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=B88A850F8778ED5FDE9B3BA6A0F29AE428FCB937,2024-01-23,"Since 1866, our passion has been technology and safety. Innovations influence our lives in many ways. We strive to ensure the safety of people and society every day and create trust in new technologies. We are part of progress. We advise, we test, we certify. We act out of conviction, shape the world of tomorrow today - set an example. We take the future into our hands. We are TÜV SÜD – more than 26.00…",Advisory positions,Afternoon
Amazon Europe Core,Senior Delivery Service Partners (DSP) Insights Manager,"München, München (Kreis)",https://www.adzuna.de/land/ad/4567208226?se=7MkL9sbM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=AB5C3F4D2829D59EAD0A793FC2D61C5DD09D2AFC,2024-02-13,"At Amazon, we're working to be the most customer-centric company on earth. One customer experience that we're constantly taking to new levels is how we fulfill and deliver customers' orders. Our goal is to delight our customers by delivering their packages quickly and accurately, anywhere in the world. To meet this goal, Amazon is continually striving to innovate and provide best-in-class service levels by pioneering new products and services in the last mile delivery space. Come join the team …",Logistics & warehousing positions,Afternoon
Atruvia AG,"Working Student Data Science (m/f/d) - for a period of at least 6 months - database development/BI, engineer","Aschheim, München (Kreis)",https://www.adzuna.de/details/4567065323?utm_medium=api&utm_source=16b1dafa,2024-02-13,We are the digitalization partner in the cooperative financial network and combine decades of expert knowledge in banking and information technology. The IT solutions and services specifically tailored to banks range from data center operations to the Atruvia banking process and app development. We use future-oriented technologies such as smart data and place great emphasis on process optimization and regulation. Sustainability is our strategic corporate goal...,Positions for university graduates,Afternoon
BMW Group,System Integrationsmanager (w/m/x),"München, München (Kreis)",https://www.adzuna.de/land/ad/4567936645?se=7MkL9sbM7hGoSypECuDYeg&utm_medium=api&utm_source=16b1dafa&v=C6ABC9510F00B288EBC109EAF29FA91B48CA1BF8,2024-02-14,"With our brands BMW, MINI, Rolls-Royce and BMW Motorrad, we are one of the world's leading premium manufacturers of automobiles and motorcycles and also a provider of premium financial and mobility services. For the Engineering division at the Munich location, we are looking for you as a System Integration Manager (f/m/x) tasks MAKING DATA WORK. SHARE YOUR PASSION. Data is nothing without the creative minds who turn facts into innovations. Our …",IT-Stellen,Afternoon
PIXIDA GmbH,Embedded Applications Developer (C++) - digital features,"München, München (Kreis)",https://www.adzuna.de/land/ad/4557963284?se=pokG-sbM7hG9SdDVYrbSxQ&utm_medium=api&utm_source=16b1dafa&v=3B6F3FE57D8307CD39C9E4821B1B6DC452754C27,2024-02-05,"Pixida is a trusted engineering partner to shape innovation in Digital Services, Data Science, Location-based Services, Mobile & Cloud Applications, and Embedded Systems. Our customers range from mid-sized companies to large-scale international corporations. We create impact with professional services from ideation to implementation to operation. We are looking for an Embedded Applications Developer C++ to strengthen our product development team for embedded devices. You should have the motivat…",IT-Stellen,Afternoon
Daiichi Sankyo Europe GmbH,Senior Manager Data Governance (m/f/x),"München, München (Kreis)",https://www.adzuna.de/land/ad/4567208845?se=pokG-sbM7hG9SdDVYrbSxQ&utm_medium=api&utm_source=16b1dafa&v=E8082340380D451A6810A69746CE2E677A7E3DBA,2024-02-13,"With over 120 years of experience and more than 17,000 employees in over 20 countries, Daiichi Sankyo is dedicated to discovering, developing, and delivering new standards of care that enrich the quality of life around the world. In Europe, we focus on two areas: The goal of our Specialty Business is to protect people from cardiovascular disease, the leading cause of death in Europe, and help patients who suffer from it to enjoy every precious moment of life. In Oncology, we strive to become a …",Advisory positions,Afternoon
Versicherungskammer Bayern,Data analyst/business intelligence specialist (d/f/m) in Munich,"München, München (Kreis)",https://www.adzuna.de/land/ad/4568516388?se=pokG-sbM7hG9SdDVYrbSxQ&utm_medium=api&utm_source=16b1dafa&v=27A6A465F8169C362B55188829A751B96B8D9A21,2024-02-14,"This is what the Bavarian Insurance Chamber has stood for for over 200 years. Data Analyst/Business Intelligence Specialist (d/f/m) in Munich In our dynamic property insurance team we are looking for a dedicated data analyst/business intelligence specialist. Using innovative analysis methods, such as machine learning, you can structure extensive amounts of data to make strategically relevant topics transparent. Act as a link between “data”, IT and the specialist departments…",Advisory positions,Afternoon
