company,title,location,link,job_posted,category,source,description
Siemens AG,OT Cybersecurity Consultant (f/m/d),"München, München (Kreis)",https://www.adzuna.de/details/4563132134?utm_medium=api&utm_source=16b1dafa,2024-02-09 00:00:10+00:00,"If you really want to make a difference in cybersecurity – make it with us Ready for an exciting challenge? We are looking for a Cybersecurity Consultant who wants to revolutionize the market with his/her expertise and passion for security. At our company, we pride ourselves on having a strong expertise in factories and making it available to our customers. If you are ready to conquer the world of Cybersecurity and play a significant role in securing industrial processes, apply now In a nutshel…",Unknown,Adzuna
E.ON,Business Analyst (f/m/d),"München, München (Kreis)",https://www.adzuna.de/details/4542940751?utm_medium=api&utm_source=16b1dafa,2024-01-24 19:11:39+00:00,"You have a passion for technology and want to make the world a greener place? Then become a changemaker (f/m/d) and join our team as Business Analyst (f/m/d) at E.ON Digital Technology (EDT). E.ON Digital Technology plays a key role in shaping the energy transition by leading E.ONs digital transformation across Europe. We explore new paths through developing ideas, breaking new ground, making visions reality, and bringing new technologies to life. In flexible working models and teams, we delive…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
E.ON,Data Scientist (f/m/d),"München, München (Kreis)",https://www.adzuna.de/details/4542940736?utm_medium=api&utm_source=16b1dafa,2024-01-24 19:11:39+00:00,"You have a passion for technology and want to make the world a greener place? Then become a changemaker (f/m/d) and join our team as Data Scientist (f/m/d) at E.ON Digital Technology (EDT). E.ON Digital Technology plays a key role in shaping the energy transition by leading E.ONs digital transformation across Europe. We explore new paths through developing ideas, breaking new ground, making visions reality, and bringing new technologies to life. In flexible working models and teams, we deliver …",Stellen aus Buchhaltung & Finanzwesen,Adzuna
PUBLICIS GROUPE,Director Engineering (Energy&Commodities),"München, München (Kreis)",https://www.adzuna.de/details/4537151065?utm_medium=api&utm_source=16b1dafa,2024-01-22 19:15:48+00:00,"Company Description Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally enabled state, both in the way they work and the way they serve their customers. We help unlock value through a startup mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity. United by our core values and our purpose of helping people thrive in the brave pursuit of next, our 20,00…",Verwaltungsstellen,Adzuna
IQVIA,International Project Director (w/m/d),"München, München (Kreis)",https://www.adzuna.de/details/4530258988?utm_medium=api&utm_source=16b1dafa,2024-01-17 20:51:14+00:00,"Are you an experienced leader with a passion for delivering complex multi-country commercial, medical, and service improvement projects in the pharmaceutical industry? Do you have excellent strategic planning, communication, and people management skills? If so, you might be the perfect fit for our newly created International Project Director role at IQVIA. As an International Project Director, you will join our established IPD team and be responsible for setting up, leading and strategically di…",Unknown,Adzuna
IQVIA,International Project Director (w/m/d),"Aschheim, München (Kreis)",https://www.adzuna.de/details/4530259148?utm_medium=api&utm_source=16b1dafa,2024-01-17 20:51:15+00:00,"Are you an experienced leader with a passion for delivering complex multi-country commercial, medical, and service improvement projects in the pharmaceutical industry? Do you have excellent strategic planning, communication, and people management skills? If so, you might be the perfect fit for our newly created International Project Director role at IQVIA. As an International Project Director, you will join our established IPD team and be responsible for setting up, leading and strategically di…",Unknown,Adzuna
BMW Group,Data Architect - M365 & Exchange & E-Discovery (f/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4551399960?utm_medium=api&utm_source=16b1dafa,2024-01-31 19:09:54+00:00,"THE FUEL OF TOMORROW: BIG DATA. SHARE YOUR PASSION. Big data is nothing without the creative minds that transform facts into innovations. Our data science experts have the ability to discover the truths hidden in the numbers, helping us to re-envision both Industry 4.0 and mobility. Their insights from the data we collect today are what we use to create the transportation of tomorrow. Description The product MyCollaboration supplies all globally used collaboration tools within the BMW Group. Mi…",Verwaltungsstellen,Adzuna
Holidu,(Senior) Data Analyst (f/m/d),"München, München (Kreis)",https://www.adzuna.de/details/4564037437?utm_medium=api&utm_source=16b1dafa,2024-02-09 17:09:18+00:00,"Your future team You will be part of the Data Analytics team where you will focus on supporting different departments in the company to continuously improve their product and operations by building data pipelines, defining and maintaining KPIs to create visualisations and performing ad-hoc analysis that help the organisation make data-driven decisions. Our Tech Stack Database: AWS Stack (Redshift, Athena, Glue, S3). Data Pipelines: Airflow, DBT. Data Visualization: Looker. Data Analytics: SQL, …",Stellen aus Buchhaltung & Finanzwesen,Adzuna
Daiichi Sankyo,Senior Manager Data Governance (m/f/x),"München, München (Kreis)",https://www.adzuna.de/details/4564036876?utm_medium=api&utm_source=16b1dafa,2024-02-09 17:09:14+00:00,"Passion for Innovation. Compassion for Patients. With over 120 years of experience and more than 17,000 employees in over 20 countries, Daiichi Sankyo is dedicated to discovering, developing, and delivering new standards of care that enrich the quality of life around the world. In Europe, we focus on two areas: The goal of our Specialty Business is to protect people from cardiovascular disease, the leading cause of death in Europe, and help patients who suffer from it to enjoy every precious mo…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
IQVIA Holdings Inc,Manager,"München, München (Kreis)",https://www.adzuna.de/details/4564888190?utm_medium=api&utm_source=16b1dafa,2024-02-10 17:06:13+00:00,"Location: EU Wide or London/Cambridge/Paris/Munich/Madrid/Basel an Amsterdam. Real World Commercial Solutions to Create a Healthier World In RWCS we're passionate about improving the life sciences ecosystem and making decisions that accelerate innovation for a healthier world. Every day our team develops evidence-based strategies that are used in published research, clinical guidelines, and market access decisions, to improve healthcare at every touchpoint. We design and deliver Commercial Anal…",Verwaltungsstellen,Adzuna
UniCredit,Praktikant KI für Business Marketing & Customer Experience (m/w/d),"München, München (Kreis)",https://www.adzuna.de/details/4556607097?utm_medium=api&utm_source=16b1dafa,2024-02-03 19:10:04+00:00,"General information Job ID 7714 Company HypoVereinsbank - UniCredit Bank GmbH Division Retail City Munich Country Germany Job Type Working Students, Interns & others Functional area Marketing Working time model Full-time Type of contract Internship Start date 01.02.2023 Duration 4-6 Monate Contact Dr. Stefan Lachenmaier, stefan.lachenmaierunicredit.de Bist du aktuell im Studium und siehst Projekte nicht nur als reine Aufgaben, sondern als Chancen zur persönlichen Weiterentwicklung? Möchtest du …",Unknown,Adzuna
Prosiebensat1,Data Analyst Marketing,"Maxvorstadt, München",https://www.adzuna.de/details/4549099667?utm_medium=api&utm_source=16b1dafa,2024-01-29 19:19:57+00:00,"Teaser Als Data Analyst Marketing bist du Teil des Teams Media, Digital & Performance Management im Digital Platform Marketing. Du befähigst deine Kollegen im Marketing zu datengetriebenen Entscheidungen und unterstützt im Rahmen von Tiefenanalysen. Du gehörst der dezentralen Analysten-Community innerhalb des Unternehmens an, vertrittst die Anforderungen des Fachbereichs und nutzt die technische Infrastruktur für Projekte mit ganzheitlicher Verantwortung. In dieser Rolle lebst du unser hybrides…",Unknown,Adzuna
Sportradar US,Senior Pricing Analyst,"München, München (Kreis)",https://www.adzuna.de/details/4570273909?utm_medium=api&utm_source=16b1dafa,2024-02-15 17:07:31+00:00,"Company Description We're the world's leading sports technology company, at the intersection between sports, media, and betting. More than 1,700 sports federations, media outlets, betting operators, and consumer platforms across 120 countries rely on our know-how and technology to boost their business. Our commitment to excellence has positioned us as a leader in sport tech industry and we're looking to strengthen our pricing team. As a Pricing Analyst you will support our pricing team by assis…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
Cloudera,Solutions Engineer - German / English Speaking,"Altstadt-Lehel, München",https://www.adzuna.de/details/4562838987?utm_medium=api&utm_source=16b1dafa,2024-02-08 17:05:41+00:00,"Business Area: Sales Engineering Seniority Level: Mid-Senior level : At Cloudera, we empower people to transform complex data into clear and actionable insights. With as much data under management as the hyperscalers, we're the preferred data partner for the top companies in almost every industry. Powered by the relentless innovation of the open source community, Cloudera advances digital transformation for the world's largest enterprises. At Cloudera, our goal is to make everyone feel valued f…",IT-Stellen,Adzuna
Holidu,(Senior) Data Analyst Customer Support (f/m/d),"München, München (Kreis)",https://www.adzuna.de/details/4551399351?utm_medium=api&utm_source=16b1dafa,2024-01-31 19:09:48+00:00,"Your future team You will be part of the Data Analytics team as the responsible analyst for Customer Support. As a Data Analyst, you will be focused on supporting your department to continuously improve their operations, collaborate with diverse cross functional teams, build data pipelines, define and maintain KPIs to create visualisations and perform ad-hoc analysis that help the organisation make data-driven decisions. Our Tech Stack Database: AWS Stack (Redshift, Athena, Glue, S3). Data Pipe…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
Denodo Technologies,Territory Sales Manager,"München, München (Kreis)",https://www.adzuna.de/details/4542947518?utm_medium=api&utm_source=16b1dafa,2024-01-24 19:12:19+00:00,"Denodo is a leader in data management. The award-winning Denodo Platform is the leading data integration, management, and delivery platform using a logical approach to enable self- service BI, data science, hybrid/multi-cloud data integration, and enterprise data services. Realizing more than 400% ROI and millions of dollars in benefits, Denodo's large enterprise and mid-market customers across 30 industries have received payback in less than 6 months. For more information, visit www.denodo.com…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
E.ON,"Senior Data Professional (f/m/d) - Data, Analytics & IoT (Energy Intelligence) - Expert Services","München, München (Kreis)",https://www.adzuna.de/details/4542940338?utm_medium=api&utm_source=16b1dafa,2024-01-24 19:11:38+00:00,"This is your opportunity to become a member of our Technology Consulting division within E.ONs Digital Technology organization. As a partner for our businesses, our division makes a major contribution as an internal professional services organization to accelerate the delivery of E.ONs Digital Transformation Strategy. E.ON is a leading European utility company, playing a key role in shaping the energy transition and connecting everyone to good energy. If you have a passion for technology and wa…",Verwaltungsstellen,Adzuna
Allianz,"Working Student (m/f/d) in Global Data Management; Appliance Protection, Digital Risk & Easy Living","Altstadt-Lehel, München",https://www.adzuna.de/details/4553364584?utm_medium=api&utm_source=16b1dafa,2024-02-01 19:18:38+00:00,"What you do With the rapid growth and use of mobile phones, smart applications in addition to our growing aged population, there is an increasing demand from customers who are looking for peace of mind. Our Mobile Device and Digitial Risk (MDDR) & Easy Living products and services provide a genuine value to customers at key moments, through insurance and assistance. You will be an active part of a multicultural and high-performing team that drives MDDR & Easy Living performance. Reporting to th…",Unknown,Adzuna
E.ON,"Working Student in Marketing, Communication & Ecosystem (f/m/d)","München, München (Kreis)",https://www.adzuna.de/details/4557466133?utm_medium=api&utm_source=16b1dafa,2024-02-04 19:09:41+00:00,"You have a passion for technology and want to make the world a greener place? Then become a changemaker (f/m/d) and join our team as Working Student in Marketing, Communication & Ecosystem (f/m/d) at E.ON Digital Technology (EDT). E.ON Digital Technology plays a key role in shaping the energy transition by leading E.ONs digital transformation across Europe. We explore new paths through developing ideas, breaking new ground, making visions reality, and bringing new technologies to life. In flexi…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
PUBLICIS GROUPE,Senior Manager Data Strategy - German speaking,"München, München (Kreis)",https://www.adzuna.de/details/4532444027?utm_medium=api&utm_source=16b1dafa,2024-01-19 10:25:01+00:00,"Company Description Publicis Sapient is a digital transformation partner helping established organizations get digitally enabled, both in the way they work and how they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting, and customer experience with agile engineering and problem-solving creativity. As digital pioneers with 20,000 people and 53 offices worldwide, our experience spanning technology, data sciences, consulting, and…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
VICE SPORTING GOODS GMBH,Finance Manager - all genders welcome,"Altstadt-Lehel, München",https://www.adzuna.de/details/4559584842?utm_medium=api&utm_source=16b1dafa,2024-02-06 13:42:01+00:00,"About the Job Vice Golf is a digital native performance golf brand with a full-range offering. Due to our rapid international growth, we are looking for a team member to support our international Finance team based in Munich. Together we ensure the continued development of our controlling, financial reporting and financial planning landscape to support the steering of our business. You will work closely with our Head of Finance and other colleagues across the Accounting, Operations, Sales and D…",Unknown,Adzuna
DeepOpinion,Senior Frontend Developer (f/m/d),"Maxvorstadt, München",https://www.adzuna.de/details/4559572554?utm_medium=api&utm_source=16b1dafa,2024-02-06 13:16:42+00:00,"Your mission We look for more than just a good candidate. We want to create a new category of automation, ultimately shaping the new era of work and freeing peoples’ lives from boring repetitive work. The ideal candidate should not only bring an outstanding CV, but be passionate about shaping the future of work together with us. As Senior Frontend Developer in the Product team, you are responsible for building features, designing and implementing new endpoints. This involves diverse tasks from …",Unknown,Adzuna
IQVIA,"Manager, EMEA Strategy Consulting","München, München (Kreis)",https://www.adzuna.de/details/4561836131?utm_medium=api&utm_source=16b1dafa,2024-02-07 21:03:57+00:00,"Location: EU Wide or London/Cambridge/Paris/Munich/Madrid/Basel an Amsterdam. Real World Commercial Solutions to Create a Healthier World In RWCS we're passionate about improving the life sciences ecosystem and making decisions that accelerate innovation for a healthier world. Every day our team develops evidence-based strategies that are used in published research, clinical guidelines, and market access decisions, to improve healthcare at every touchpoint. We design and deliver Commercial Anal…",Unknown,Adzuna
Allianz,(Senior) Corporate Actuary (m/f/d) in Group Actuarial at Allianz SE,"Altstadt-Lehel, München",https://www.adzuna.de/details/4570274136?utm_medium=api&utm_source=16b1dafa,2024-02-15 17:07:32+00:00,"Who are we? Are you keen on driving innovation? Do you thrive in a culture of diversity, collaboration and trust? Then let's care for tomorrow. At Allianz SE, you can count on having a voice, driving innovation and change and making an impact - for us, yourself and the world. For more about Allianz SE, click here. Who will you be joining? Group Actuarial (GA) is the corporate actuarial department of the Allianz Group based in Munich, Germany. P&C Actuarial Analysts at Group Actuarial provide ov…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
Orbem,MLOps Engineer Working Student/Intern,"Altstadt-Lehel, München",https://www.adzuna.de/details/4567404703?utm_medium=api&utm_source=16b1dafa,2024-02-13 17:12:35+00:00,"Orbem is an impact-driven deep tech startup from Munich, Germany. We develop fast, accurate, and accessible imaging solutions that provide access to otherwise unattainable sources of knowledge. We seek to make a difference - and develop solutions to sustainably feed the world, accelerate the transition to a green economy, and transform disease detection. Join us MLOps Engineer Working Student/Intern Starting date: as soon as possible Our compensation package: €13-15/hour for Working Students (2…",IT-Stellen,Adzuna
PUBLICIS GROUPE,(Senior) Manager Experience Engineering - Accessibility Expert,"München, München (Kreis)",https://www.adzuna.de/details/4532443807?utm_medium=api&utm_source=16b1dafa,2024-01-19 10:25:00+00:00,"Company Description Publicis Sapient is a digital transformation partner helping established organizations get digitally enabled, both in the way they work and how they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting, and customer experience with agile engineering and problem-solving creativity. As digital pioneers with 20,000 people and 53 offices worldwide, our experience spanning technology, data sciences, consulting, and…",IT-Stellen,Adzuna
Sixt,Senior Data Scientist (m/f/d) QA Automation,"München, München (Kreis)",https://www.adzuna.de/details/4553358181?utm_medium=api&utm_source=16b1dafa,2024-02-01 19:17:53+00:00,"SIXT is a global market leader in the mobility space and sets the pace for innovation like nobody else. We are transforming the industry to become fully digitalized and offer our customers an answer to all mobility needs they have. Our vision is: Transform the world moves, because people expect better. We drive business processes end-to-end from booking to customer fulfillment and service. For this purpose, SIXT Tech teams design, develop and maintain state of the art microservices. You will wo…",Verwaltungsstellen,Adzuna
SIXT SE,Senior Data Scientist (m/f/d) QA Automation,"Berg am Laim, München",https://www.adzuna.de/details/4556156723?utm_medium=api&utm_source=16b1dafa,2024-02-03 13:03:07+00:00,"Senior Data Scientist (m/f/d) QA Automation SIXT is a global market leader in the mobility space and sets the pace for innovation like nobody else. We are transforming the industry to become fully digitalized and offer our customers an answer to all mobility needs they have. Our vision is: Transform the world moves, because people expect better. We drive business processes end-to-end from booking to customer fulfillment and service. For this purpose, SIXT Tech teams design, develop and maintain…",Stellen aus Gastronomie & Catering,Adzuna
SIXT SE,Senior Analyst (m/f/d) Pricing & Yield,"Berg am Laim, München",https://www.adzuna.de/details/4534485005?utm_medium=api&utm_source=16b1dafa,2024-01-20 12:56:54+00:00,Senior Analyst (m/f/d) Pricing & Yield Are you looking for an exhilarating career opportunity working at the heart of what makes SIXT a successful business? The Commercial Analytics Department is currently seeking a talented individual to join our Pricing and Yield Analytics team. The person (m/f/d) will report to the Head of Pricing & Yield Analytics and work closely with business and management to identify growth opportunities and advance our business through advanced analytics. This position…,Stellen aus Gastronomie & Catering,Adzuna
PUBLICIS GROUPE,Manager Agile Program Management -German speaking,"Altstadt-Lehel, München",https://www.adzuna.de/details/4558111460?utm_medium=api&utm_source=16b1dafa,2024-02-05 17:04:36+00:00,"Company Description Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally-enabled state, both in the way they work and the way they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity. United by our core values and our purpose of helping people thrive in the brave pursuit of next, our 20,0…",Verwaltungsstellen,Adzuna
TWAICE Technologies GmbH,DevOps Engineer(m/f/d),"Milbertshofen-Am Hart, München",https://www.adzuna.de/details/4545443944?utm_medium=api&utm_source=16b1dafa,2024-01-26 13:04:08+00:00,"About the role TWAICE In-Life Analytics enables players in Energy and Mobility to master the transition to an electrified future. Our SaaS products uncover previously unavailable information which permits our clients to gain actionable insights into the single most valuable and challenging component inside all these applications: the battery. To innovate our products with an even stronger data-driven focus, we are looking for a DevOps Engineer to join the team. In this role, you will be working…",Unknown,Adzuna
FELD M GmbH,Working Student Data Engineer / Machine Learning Engineer,"Altstadt-Lehel, München",https://www.adzuna.de/details/4567185347?utm_medium=api&utm_source=16b1dafa,2024-02-13 13:18:37+00:00,"Your new environment: In our Data Product team we solve data-related challenges by designing & building end-to-end advanced analytical solutions, including infrastructure & visualisations, based on a deep understanding of our clients' businesses and needs. In your role as working student in FELD M's Data Product team you will be able to create value for the team and our clients by applying and further developing your engineering expertise. What awaits you: You will be working in our Data Produc…",Unknown,Adzuna
PUBLICIS GROUPE,Senior Manager CXI Consulting - Financial Services (German speaker),"München, München (Kreis)",https://www.adzuna.de/details/4570274581?utm_medium=api&utm_source=16b1dafa,2024-02-15 17:07:34+00:00,"Company Description Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally enabled state, both in the way they work and the way they serve their customers. We help unlock value through a startup mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity. United by our core values and our purpose of helping people thrive in the brave pursuit of next, our 20,00…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
Infineon Technologies,Working student: HR - Organization Effectiveness (f/m/div),"München, München (Kreis)",https://www.adzuna.de/details/4541892276?utm_medium=api&utm_source=16b1dafa,2024-01-24 12:27:18+00:00,"Project management : You support the global Organization Management Project Workstream as Project Office support, which includes coordinating project tasks, monitoring project milestones and deliverables, and following up on action items etc. Holistic overview : You support with all relevant Change & Communication related tasks Take responsibility : You support with visualizations, preparation of communication and enablement material Keep up to date : You support during the implementation phase…",Unknown,Adzuna
Allianz,Senior Pricing Actuary (m/f/d),"Unterföhring, München (Kreis)",https://www.adzuna.de/details/4553364878?utm_medium=api&utm_source=16b1dafa,2024-02-01 19:18:41+00:00,"Let's care for tomorrow. Your ambitions. Your dreams. Your tomorrow. Whether it's aircraft, international business, offshore wind parks or Hollywood film productions, Allianz Commercial has an extensive range of risks covered when it comes to protecting businesses. We are looking for a Senior Pricing Actuary (m/f/d), based in Munich or London. The Impact You Will Have The Pricing team drives the global implementation of costing and pricing excellence for all commercial businesses. To advance wi…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
EPAM Systems Inc,Principal Data & Analytics Consultant - Machine Learning/Artificial Intelligence (ML/AI) (m/f/d),"München, München (Kreis)",https://www.adzuna.de/details/4562840158?utm_medium=api&utm_source=16b1dafa,2024-02-08 17:05:52+00:00,Are you an avid technologist who enjoys solving and driving complex AI challenges? Are you hungry to thrive in an entrepreneurial environment and take ownership for critical technical and business decisions that directly impact EPAM and our clients? If so then EPAM has a rare opportunity for you to join us as a Principal Data & Analytics Consultant in Germany with a specific focus on Machine Learning (ML) and Artificial Intelligence (AI). The role is a senior level position (Director equivalent…,Verwaltungsstellen,Adzuna
BayWa r.e. AG,Team Lead/Product Owner Global Business Intelligence and Data Warehouse (m/f/d) - Solar Trade,"München, München (Kreis)",https://www.adzuna.de/details/4545967363?utm_medium=api&utm_source=16b1dafa,2024-01-26 19:07:10+00:00,"At BayWa r.e. we r.e.think energy - how it is produced, stored and can be best used to enable the global renewable energy transition that is essential to the future of our planet. Based in 30 countries, BayWa r.e. is a leading global renewable energy developer, service provider, distributor and energy solutions provider. Operating throughout Europe, the Americas and Asia-Pacific, we are strategically investing in emerging markets around the world, actively shaping the future of energy and takin…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
PUBLICIS GROUPE,Client Partner Energy & Commodities,"München, München (Kreis)",https://www.adzuna.de/details/4545964272?utm_medium=api&utm_source=16b1dafa,2024-01-26 19:06:48+00:00,"Company Description Publicis Sapient is a digital transformation partner helping established organizations get digitally enabled, both in the way they work and how they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting, and customer experience with agile engineering and problem-solving creativity. As digital pioneers with 20,000 people and 53 offices worldwide, our experience spanning technology, data sciences, consulting, and…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
Sixt,Executive Analyst (m/f/d) Pricing & Yield,"München, München (Kreis)",https://www.adzuna.de/details/4565492845?utm_medium=api&utm_source=16b1dafa,2024-02-11 17:07:01+00:00,Are you looking for an exhilarating career opportunity working at the heart of what makes SIXT a successful business? The Commercial Analytics Department is currently seeking a talented individual to join our Pricing and Yield Analytics team. The person (m/f/d) will report to the Head of Pricing & Yield Analytics and work closely with business and management to identify growth opportunities and advance our business through advanced analytics. This position combines a deep understanding of marke…,Stellen aus Buchhaltung & Finanzwesen,Adzuna
Microsoft Corporation,Enterprise Solution Architect,"München, München (Kreis)",https://www.adzuna.de/details/4549098367?utm_medium=api&utm_source=16b1dafa,2024-01-29 19:19:51+00:00,"Are you an experienced Enterprise Solution Architect, and you love what you do? Would you like to be a part of a global customer facing Team focussed on solving complex, real-world business problems? Would you like to be a part of a community of technical leaders, highly specialised in their disciplines and working together as one to bring the best practices of engineering and architecture to world's largest enterprise customers? The Industry Solutions Delivery (ISD) Engineering & Architecture …",Verwaltungsstellen,Adzuna
IQVIA,Engagement Manager - Integrated Research,"München, München (Kreis)",https://www.adzuna.de/details/4547212963?utm_medium=api&utm_source=16b1dafa,2024-01-27 20:50:11+00:00,"Real World Commercial Solutions to Create a Healthier World In RWCS we're passionate about improving the life sciences ecosystem and making decisions that accelerate innovation for a healthier world. Every day our team develops evidence-based strategies that are used in published research, clinical guidelines, and market access decisions, to improve healthcare at every touchpoint. We design and deliver Commercial Analytics, supported by our world-class proprietary data assets, solve complex cli…",Unknown,Adzuna
Holidu,Senior Engineering Manager - Data Engineering (f/m/d),"München, München (Kreis)",https://www.adzuna.de/details/4564037438?utm_medium=api&utm_source=16b1dafa,2024-02-09 17:09:18+00:00,"Your future team You will be responsible for the Data Engineering team in the Business Intelligence department. The team is in charge of creating, maintaining and refining the core data pipeline tools, including the Data Warehouse and Data Lake, and to support some core pipelines on top of that. Your team will support the organization to answer all its data need. You will take on the responsibility to create of enabling a DataMesh based approach to support different teams in leveraging the data…",IT-Stellen,Adzuna
IQVIA Holdings Inc,Associate Principal,"München, München (Kreis)",https://www.adzuna.de/details/4564888102?utm_medium=api&utm_source=16b1dafa,2024-02-10 17:06:13+00:00,"Internal Location: EU Wide / Flexible, office or remote Solution Area: Brand & Commercial Strategy Overview IQVIA (www.IQVIA.com) is the world's leading company providing information, technology, and services for virtually every type of stakeholder in healthcare. Every day, IQVIA innovates on a large scale. We have been the big data company in healthcare before the ""Big Data"" term was defined. Since 1954 we have been helping healthcare organizations harness commercial and scientific insights an…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
Holidu,(Senior) Developer - Data Engineering (f/m/d),"München, München (Kreis)",https://www.adzuna.de/details/4564037439?utm_medium=api&utm_source=16b1dafa,2024-02-09 17:09:18+00:00,"Your future team You will be part of the Data Engineering team in the Business Intelligence department. The team is responsible for creating, maintaining and refining the core data pipeline tools, including the Data Warehouse and Data Lake, and to support some core pipelines on top of that. Your team will support the organization to answer all its data need. Your team will consist of 4 data engineers. You will take on the responsibility to create of enabling a DataMesh based approach to support…",IT-Stellen,Adzuna
EPAM Systems,Principal Data & Analytics Consultant - Machine Learning/Artificial Intelligence (ML/AI) (m/f/d),"München, München (Kreis)",https://www.adzuna.de/details/4532076136?utm_medium=api&utm_source=16b1dafa,2024-01-18 21:06:15+00:00,Are you an avid technologist who enjoys solving and driving complex AI challenges? Are you hungry to thrive in an entrepreneurial environment and take ownership for critical technical and business decisions that directly impact EPAM and our clients? If so then EPAM has a rare opportunity for you to join us as a Principal Data & Analytics Consultant in Germany with a specific focus on Machine Learning (ML) and Artificial Intelligence (AI). The role is a senior level position (Director equivalent…,Unknown,Adzuna
IQVIA,"Associate Principal, EMEA Strategy Consulting","München, München (Kreis)",https://www.adzuna.de/details/4561836196?utm_medium=api&utm_source=16b1dafa,2024-02-07 21:03:59+00:00,"Location: EU Wide / Flexible, office or remote Solution Area: Brand & Commercial Strategy, Asset & Portfolio Strategy, Integrated Digital Health and Market Access. Overview IQVIA (www.IQVIA.com) is the world's leading company providing information, technology, and services for virtually every type of stakeholder in healthcare. Every day, IQVIA innovates on a large scale. We have been the big data company in healthcare before the ""Big Data"" term was defined. Since 1954 we have been helping healt…",Unknown,Adzuna
Allianz,Senior Pricing Actuary - 24-month Fixed Term Contract (m/f/d),"Unterföhring, München (Kreis)",https://www.adzuna.de/details/4537150516?utm_medium=api&utm_source=16b1dafa,2024-01-22 19:15:46+00:00,"Let's care for tomorrow. Your ambitions. Your dreams. Your tomorrow. Whether it's aircraft, international business, offshore wind parks or Hollywood film productions, Allianz Commercial has an extensive range of risks covered when it comes to protecting businesses. We are looking for a Senior Pricing Actuary - 24-month Fixed Term Contract based in London or Munich. Your Team The Integrated Commercial Pricing team is part of the Chief Technical Office Function, and a sub-stream of the Pricing Tr…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
Flix,Business Owner Operations Research,"München, München (Kreis)",https://www.adzuna.de/details/4567404585?utm_medium=api&utm_source=16b1dafa,2024-02-13 17:12:34+00:00,"The Operations Research Team is looking for a hands-on and motivated Business Owner who can help us shape our Revenue Management Domain. You will be part of a big team of operation research analysts and business owners. You will be part of the Pricing & Yield department (P&Y) which is responsible for the revenue optimization of the full network. In particular, our department aims to define the best possible pricing strategy to maximize our revenue given current and historic demand patterns, com…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
E.ON,Technical Data Governance Manager (d/f/m),"München, München (Kreis)",https://www.adzuna.de/details/4542940167?utm_medium=api&utm_source=16b1dafa,2024-01-24 19:11:37+00:00,"You have a passion for technology and want to make the world a greener place? Then become a change maker (f/m/d) and join our team as a Technical Data Governance Manager (d/f/m) at E.ON Digital Technology (EDT). E.ON Digital Technology plays a key role in shaping the energy transition by leading E.ONs digital transformation across Europe. We explore new paths through developing ideas, breaking new ground, making visions reality, and bringing new technologies to life. In flexible working models …",Stellen aus Buchhaltung & Finanzwesen,Adzuna
E.ON,Technical Data Governance Manager (d/f/m),"München, München (Kreis)",https://www.adzuna.de/details/4542939780?utm_medium=api&utm_source=16b1dafa,2024-01-24 19:11:35+00:00,"You have a passion for technology and want to make the world a greener place? Then become a change maker (f/m/d) and join our team as a Technical Data Governance Manager (d/f/m) at E.ON Digital Technology (EDT). E.ON Digital Technology plays a key role in shaping the energy transition by leading E.ONs digital transformation across Europe. We explore new paths through developing ideas, breaking new ground, making visions reality, and bringing new technologies to life. In flexible working models …",Stellen aus Buchhaltung & Finanzwesen,Adzuna
IQVIA,"Principal, EMEA Strategy Consulting","München, München (Kreis)",https://www.adzuna.de/details/4563059370?utm_medium=api&utm_source=16b1dafa,2024-02-08 21:04:38+00:00,"Location: EU Wide / Flexible, office or remote Solution Area: Brand & Commercial Strategy, Asset & Portfolio Strategy and Integrated Digital Health and Value & Access. Overview IQVIA (www.IQVIA.com) is the world's leading company providing information, technology, and services for virtually every type of stakeholder in healthcare. Every day, IQVIA innovates on a large scale. We have been the big data company in healthcare before the ""Big Data"" term was defined. Since 1954 we have been helping h…",Unknown,Adzuna
