title,company,location,day_before_posts_de,day_before_posts_en,job_posted,link
Senior Data Scientist Claims – Image Recognition (w/m/d),HUK-COBURG Versicherungsgruppe,Coburg,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Senior-Data-Scientist-Claims-Image-Recognition-w-m-d-Coburg-HUK-COBURG-Versicherungsgruppe--10602685-inline.html
Business Controller (m/w/d),Konstruktionsgruppe Bauen AG,"Kempten, München, Stuttgart",vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Business-Controller-m-w-d-Kempten-Muenchen-Stuttgart-Konstruktionsgruppe-Bauen-AG--10664585-inline.html
"Duales Studium zum Bachelor of Science (DH), Studiengang Wirtschaftsinformatik (m/w/d)",DZ BANK AG,Frankfurt am Main,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Duales-Studium-zum-Bachelor-of-Science-DH-Studiengang-Wirtschaftsinformatik-m-w-d-Frankfurt-am-Main-DZ-BANK-AG--10691952-inline.html
"Duales Studium zum Bachelor of Science (THM), Studiengang Softwaretechnologie (m/w/d)",DZ BANK AG,Frankfurt am Main,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Duales-Studium-zum-Bachelor-of-Science-THM-Studiengang-Softwaretechnologie-m-w-d-Frankfurt-am-Main-DZ-BANK-AG--10691951-inline.html
Cloud-Engineer (m/w/d),Bundesamt für Kartographie und Geodäsie,"Frankfurt a.M., Leipzig",vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Cloud-Engineer-m-w-d-Frankfurt-a-M-Leipzig-Bundesamt-fuer-Kartographie-und-Geodaesie--10655566-inline.html
Werkstudent:in Data Integration (w/d/m),USU GmbH,"Aachen, Berlin, Marburg, Möglingen",vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Werkstudent-in-Data-Integration-w-d-m-Aachen-Berlin-Marburg-Moeglingen-USU-GmbH--10480308-inline.html
Senior Consultant / Manager Data Scientist / AI Garage (m/w/d),Capgemini Invent,"Berlin, Frankfurt am Main, Hamburg, Köln, München, Stuttgart",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-Consultant-Manager-Data-Scientist-AI-Garage-m-w-d-Berlin-Frankfurt-am-Main-Hamburg-Koeln-Muenchen-Stuttgart-Capgemini-Invent--10178742-inline.html
Wissenschaftlicher Berater für Mobilität 4.0 (d/m/w),VDI/VDE Innovation + Technik GmbH,"Berlin, Bonn, Hannover",vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Wissenschaftlicher-Berater-fuer-Mobilitaet-4-0-d-m-w-Berlin-Bonn-Hannover-VDI-VDE-Innovation-Technik-GmbH--10558758-inline.html
Mathematiker (m/w/d) im Aktuariat,Swiss Life AG,Garching,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Mathematiker-m-w-d-im-Aktuariat-Garching-Swiss-Life-AG--10634957-inline.html
Data Engineer mit Schwerpunkt Customer Centricity (w/m/d),ADAC,München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Data-Engineer-mit-Schwerpunkt-Customer-Centricity-w-m-d-Muenchen-ADAC--10545796-inline.html
Gruppenleiter / Teamleiter (m/w/d) – Forschung & Entwicklung,Professional Scientists GmbH & Co. KG,Großraum Stuttgart,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Gruppenleiter-Teamleiter-m-w-d-Forschung-Entwicklung-Grossraum-Stuttgart-Professional-Scientists-GmbH-Co-KG--10654993-inline.html
Director of Operations (m/w/d),Jochen Schweizer mydays Holding GmbH,München,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Director-of-Operations-m-w-d-Muenchen-Jochen-Schweizer-mydays-Holding-GmbH--10666881-inline.html
Data Scientist – Data Engineering und MLOPS (m/w/d),R+V Allgemeine Versicherung AG,Wiesbaden,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Data-Scientist-Data-Engineering-und-MLOPS-m-w-d-Wiesbaden-R-V-Allgemeine-Versicherung-AG--10534367-inline.html
Data Solution Architect (f/m/div.),Bosch Rexroth,Ulm,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Data-Solution-Architect-f-m-div-Ulm-Bosch-Rexroth--10137196-inline.html
Data Solution Architect (f/m/div.),Bosch Rexroth,Lohr am Main,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Data-Solution-Architect-f-m-div-Lohr-am-Main-Bosch-Rexroth--9274795-inline.html
Actuary Non-Life (m/w/d),Aioi Nissay Dowa Insurance Company of Europe SE,Ismaning bei München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Actuary-Non-Life-m-w-d-Ismaning-bei-Muenchen-Aioi-Nissay-Dowa-Insurance-Company-of-Europe-SE--10227970-inline.html
Analyst / Quanttrader in short-term electricity trading (m/f/d),The Mobility House GmbH,München,vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Analyst-Quanttrader-in-short-term-electricity-trading-m-f-d-Muenchen-The-Mobility-House-GmbH--10752574-inline.html
Berater Produkte Leben (m/w/d),R+V Lebensversicherung AG,Wiesbaden,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Berater-Produkte-Leben-m-w-d-Wiesbaden-R-V-Lebensversicherung-AG--10743547-inline.html
Product Marketing Manager (m/w/d),MABANAFT GmbH & Co. KG,Hamburg,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Product-Marketing-Manager-m-w-d-Hamburg-MABANAFT-GmbH-Co-KG--10754483-inline.html
Duales Studium Informatik (B.Sc.) am virtuellen Campus - KURZ DIGITAL Solutions GmbH & Co. KG,IU Internationale Hochschule,"Fürth, Home-Office",vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Duales-Studium-Informatik-B-Sc-am-virtuellen-Campus-KURZ-DIGITAL-Solutions-GmbH-Co-KG-Fuerth-Home-Office-IU-Internationale-Hochschule--10754293-inline.html
CRM Analyst (m/w/d),Gebr. Heinemann SE & Co. KG,Hamburg,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--CRM-Analyst-m-w-d-Hamburg-Gebr-Heinemann-SE-Co-KG--10658235-inline.html
Data Enthusiast (m/w/d) Car After-Sales,Mercedes-Benz Tech Innovation,Ulm,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Data-Enthusiast-m-w-d-Car-After-Sales-Ulm-Mercedes-Benz-Tech-Innovation--9837238-inline.html
Process Engineer - Logistics/ Prozessingenieur - Logistik (m/w/d),flaschenpost SE,Münster,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Process-Engineer-Logistics-Prozessingenieur-Logistik-m-w-d-Muenster-flaschenpost-SE--10605646-inline.html
Corporate Academy Student (m/w/d) - Business Intelligence / Data Warehousing,Scalefree International GmbH,Hannover,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Corporate-Academy-Student-m-w-d-Business-Intelligence-Data-Warehousing-Hannover-Scalefree-International-GmbH--10655891-inline.html
Data Enthusiast (m/w/d) Car After-Sales,Mercedes-Benz Tech Innovation,Stuttgart,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Data-Enthusiast-m-w-d-Car-After-Sales-Stuttgart-Mercedes-Benz-Tech-Innovation--9837233-inline.html
Referent Vertriebsdatenmanagement und Digitalisierung (m/w/d),Energieversorgung Mittelrhein AG,Koblenz,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Referent-Vertriebsdatenmanagement-und-Digitalisierung-m-w-d-Koblenz-Energieversorgung-Mittelrhein-AG--10614810-inline.html
Softwareentwickler Algorithmen (m/w/d) - befristet für 12 Monate,Philips GmbH,Böblingen,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Softwareentwickler-Algorithmen-m-w-d-befristet-fuer-12-Monate-Boeblingen-Philips-GmbH--10658491-inline.html
(Senior) Consultant IT Forensic (w/m/d),Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft,"Frankfurt/Main, Berlin, Düsseldorf, München, Stuttgart, Hamburg",vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Senior-Consultant-IT-Forensic-w-m-d-Frankfurt-Main-Berlin-Duesseldorf-Muenchen-Stuttgart-Hamburg-Ernst-Young-GmbH-Wirtschaftspruefungsgesellschaft--9847179-inline.html
Praktikum im Team Risk Analytics & Methods im Bereich Risk Steering & Analytics ab April/Mai 2024,Mercedes-Benz Bank AG,Stuttgart,vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Praktikum-im-Team-Risk-Analytics-Methods-im-Bereich-Risk-Steering-Analytics-ab-April-Mai-2024-Stuttgart-Mercedes-Benz-Bank-AG--10750822-inline.html
BI Consultant - Data Analytics (all genders),INFORM GmbH,Aachen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--BI-Consultant-Data-Analytics-all-genders-Aachen-INFORM-GmbH--10726900-inline.html
BI Consultant - Data Analytics (all genders),INFORM GmbH,Aachen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--BI-Consultant-Data-Analytics-all-genders-Aachen-INFORM-GmbH--10726900-inline.html
Statistischer Programmierer (m/w/d) für die Auswertung klinischer Studien (junior level),DATAMAP GmbH,Freiburg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Statistischer-Programmierer-m-w-d-fuer-die-Auswertung-klinischer-Studien-junior-level-Freiburg-DATAMAP-GmbH--10718707-inline.html
Full-stack Web Developer (m/w/d) IT,Universitätsklinikum Heidelberg,Heidelberg,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Full-stack-Web-Developer-m-w-d-IT-Heidelberg-Universitaetsklinikum-Heidelberg--10660586-inline.html
KI-Manager/in (m/w/d),Bundesamt für Kartographie und Geodäsie,Frankfurt am Main,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--KI-Manager-in-m-w-d-Frankfurt-am-Main-Bundesamt-fuer-Kartographie-und-Geodaesie--10605812-inline.html
"Sr. Business Intelligence Engineer (L6), EU Hardlines Private Brands (m/f/d)",Amazon Europe Core,München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Sr-Business-Intelligence-Engineer-L6-EU-Hardlines-Private-Brands-m-f-d-Muenchen-Amazon-Europe-Core--10525238-inline.html
Statistischer Programmierer (m/w/d) für die Auswertung klinischer Studien (senior level),DATAMAP GmbH,Freiburg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Statistischer-Programmierer-m-w-d-fuer-die-Auswertung-klinischer-Studien-senior-level-Freiburg-DATAMAP-GmbH--10718664-inline.html
Leitung Forschungsbereich – Stadtsystem-Gestaltung,Fraunhofer-Institut für Arbeitswirtschaft und Organisation IAO,Stuttgart,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Leitung-Forschungsbereich-Stadtsystem-Gestaltung-Stuttgart-Fraunhofer-Institut-fuer-Arbeitswirtschaft-und-Organisation-IAO--10656265-inline.html
Working Student - Data Analytics @ R&D Original Equipment Tires (m/f/d) - REF47262O,Continental AG,Hannover,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Working-Student-Data-Analytics-RD-Original-Equipment-Tires-m-f-d-REF47262O-Hannover-Continental-AG--10731650-inline.html
Datenanalyst/Business Intelligence Spezialist (d/w/m) in München,Versicherungskammer Bayern,München,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Datenanalyst-Business-Intelligence-Spezialist-d-w-m-in-Muenchen-Muenchen-Versicherungskammer-Bayern--10708131-inline.html
Senior Mitarbeiter Risk & Data Analytics (m/w/d),Deloitte,Düsseldorf,vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote--Senior-Mitarbeiter-Risk-Data-Analytics-m-w-d-Duesseldorf-Deloitte--10674367-inline.html
Praktikum im Bereich Data Analytics im Direktvertrieb Europa – Vertrieb der Zukunft ab März 2024,Mercedes - Benz AG,Stuttgart,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Praktikum-im-Bereich-Data-Analytics-im-Direktvertrieb-Europa-Vertrieb-der-Zukunft-ab-Maerz-2024-Stuttgart-Mercedes-Benz-AG--10745182-inline.html
Working Student (f/m/d) at Operations Strategy Team,Uniper SE,Düsseldorf,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Working-Student-f-m-d-at-Operations-Strategy-Team-Duesseldorf-Uniper-SE--10657047-inline.html
Data Scientist (m/w/d),Markant Gruppe,Offenburg,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Data-Scientist-m-w-d-Offenburg-Markant-Gruppe--9415185-inline.html
Senior Data Manager (w/m/d) | Projektleitung und Anforderungsmanagement Azure-Plattform,Art-Invest Real Estate Management GmbH & Co KG,verschiedene Standorte,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-Data-Manager-w-m-d-Projektleitung-und-Anforderungsmanagement-Azure-Plattform-verschiedene-Standorte-Art-Invest-Real-Estate-Management-GmbH-Co-KG--10650452-inline.html
Praktika und Abschlussarbeiten im Bereich Softwareentwicklung,Endress+Hauser SE+Co. KG,Maulburg bei Freiburg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Praktika-und-Abschlussarbeiten-im-Bereich-Softwareentwicklung-Maulburg-bei-Freiburg-Endress-Hauser-SE-Co-KG--10060292-inline.html
IT Manager (m/w/d) PIM,Tröger & Cie. Aktiengesellschaft,Heilbronn,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--IT-Manager-m-w-d-PIM-Heilbronn-Troeger-Cie-Aktiengesellschaft--10718146-inline.html
Business Intelligence Operations Specialist* in Braunschweig,NEW YORKER,Braunschweig,vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote--Business-Intelligence-Operations-Specialist-in-Braunschweig-Braunschweig-NEW-YORKER--10558019-inline.html
(Senior) Analyst Management Reporting & Business Analytics (m/w/d),Hays – Interne Karriere bei Uns,"Mannheim, Frankfurt am Main, Karlsruhe",vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Senior-Analyst-Management-Reporting-Business-Analytics-m-w-d-Mannheim-Frankfurt-am-Main-Karlsruhe-Hays-Interne-Karriere-bei-Uns--10745196-inline.html
Data Engineer (m/w/d),Sanitätshaus Aktuell AG,Köln,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Data-Engineer-m-w-d-Koeln-Sanitaetshaus-Aktuell-AG--10661176-inline.html
Senior Digital Analyst (m/f/d),Bauer Media Group,Hamburg,vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote--Senior-Digital-Analyst-m-f-d-Hamburg-Bauer-Media-Group--10671658-inline.html
Product Manager Revenue Management Systems (w/m/d) für die Marke Mein Schiff®,TUI Cruises GmbH,Hamburg,vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote--Product-Manager-Revenue-Management-Systems-w-m-d-fuer-die-Marke-Mein-SchiffR-Hamburg-TUI-Cruises-GmbH--9863904-inline.html
Senior Manager Data Governance (m/f/x),Daiichi Sankyo Europe GmbH,München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-Manager-Data-Governance-m-f-x-Muenchen-Daiichi-Sankyo-Europe-GmbH--10730118-inline.html
Senior Data Scientist (mwd),HMS Analytical Software GmbH,"Heidelberg, Berlin",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Senior-Data-Scientist-mwd-Heidelberg-Berlin-HMS-Analytical-Software-GmbH--10000372-inline.html
Leader Product Data Management (m/w/d),Clarios Inc.,Hannover,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Leader-Product-Data-Management-m-w-d-Hannover-Clarios-Inc--10724069-inline.html
Mitarbeiter:in (m/w/d) für die Entwicklung von innovativen KI-Lösungen,Hochschule Neu-Ulm,Günzburg,vor 20 Stunden,20 hours ago,2024-02-20,https://www.stepstone.de/stellenangebote--Mitarbeiter-in-m-w-d-fuer-die-Entwicklung-von-innovativen-KI-Loesungen-Guenzburg-Hochschule-Neu-Ulm--10692243-inline.html
(Senior) Marketing Analyst - Datenqualität & Automatisierung (w/m/d),FUTRUE GmbH,Gräfelfing bei München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-Marketing-Analyst-Datenqualitaet-Automatisierung-w-m-d-Graefelfing-bei-Muenchen-FUTRUE-GmbH--10717763-inline.html
Werkstudent Business Intelligence (m/w/d),Bauwens Unternehmensgruppe,Köln,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Werkstudent-Business-Intelligence-m-w-d-Koeln-Bauwens-Unternehmensgruppe--10745026-inline.html
Werkstudent (m|w|d) - Capital Markets Risk Management,MEAG MUNICH ERGO AssetManagement GmbH,München,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Werkstudent-mwd-Capital-Markets-Risk-Management-Muenchen-MEAG-MUNICH-ERGO-AssetManagement-GmbH--10668599-inline.html
Duales Studium Wirtschaftsinformatik (Kooperation mit FHDW) (m/w/d),abcfinance GmbH,Köln,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Duales-Studium-Wirtschaftsinformatik-Kooperation-mit-FHDW-m-w-d-Koeln-abcfinance-GmbH--10747253-inline.html
Projektleiter (m/w/d) im Bereich digitaler Messtechnik,AGF Videoforschung GmbH,Frankfurt am Main,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Projektleiter-m-w-d-im-Bereich-digitaler-Messtechnik-Frankfurt-am-Main-AGF-Videoforschung-GmbH--10664706-inline.html
Solution Architect Analytics - Schwerpunkt Kundenpersonalisierung (m/w/d),REWE digital,Kiel,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Solution-Architect-Analytics-Schwerpunkt-Kundenpersonalisierung-m-w-d-Kiel-REWE-digital--10705952-inline.html
Senior AI Consultant / ML Engineer (w/m/d),Cofinpro AG,Frankfurt am Main,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Senior-AI-Consultant-ML-Engineer-w-m-d-Frankfurt-am-Main-Cofinpro-AG--10441650-inline.html
Cloud DevOps Engineer  (m/f/d),E.ON Drive Infrastructure GmbH,Essen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Cloud-DevOps-Engineer-m-f-d-Essen-E-ON-Drive-Infrastructure-GmbH--10725993-inline.html
Machine Learning Operation Engineer (f/m/x),ZEISS,München,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Machine-Learning-Operation-Engineer-f-m-x-Muenchen-ZEISS--9294375-inline.html
Werkstudententätigkeit - Entwicklung neuer Verfahren im Karosserierohbau ab März/April 2024,Mercedes - Benz AG,Sindelfingen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Werkstudententaetigkeit-Entwicklung-neuer-Verfahren-im-Karosserierohbau-ab-Maerz-April-2024-Sindelfingen-Mercedes-Benz-AG--10728770-inline.html
Data Analyst Marketing (m/w/d),ProSiebenSat.1 Careers,München,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Data-Analyst-Marketing-m-w-d-Muenchen-ProSiebenSat-1-Careers--10611948-inline.html
Data Scientist mit KI-Ambitionen (w/m/d),Kassenärztliche Vereinigung Nordrhein,Düsseldorf,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Data-Scientist-mit-KI-Ambitionen-w-m-d-Duesseldorf-Kassenaerztliche-Vereinigung-Nordrhein--10651951-inline.html
IT Consultant Digital Transformation / Strategy (w|m|d),zeb,"Berlin, Hamburg, Münster, München, Frankfurt am Main, Wien, Luxemburg",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--IT-Consultant-Digital-Transformation-Strategy-wmd-Berlin-Hamburg-Muenster-Muenchen-Frankfurt-am-Main-Wien-Luxemburg-zeb--10731050-inline.html
Inhouse Consultant Künstliche Intelligenz / Artificial Intelligence und Digitale Transformation (m⁠/⁠w⁠/⁠d),ils - Institut für Lernsysteme GmbH,Hamburg,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Inhouse-Consultant-Kuenstliche-Intelligenz-Artificial-Intelligence-und-Digitale-Transformation-m-w-d-Hamburg-ils-Institut-fuer-Lernsysteme-GmbH--10748077-inline.html
Trainee IT – Kundenmanagement (w/m/d),Berliner Stadtreinigungsbetriebe (BSR),Berlin,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Trainee-IT-Kundenmanagement-w-m-d-Berlin-Berliner-Stadtreinigungsbetriebe-BSR--10745588-inline.html
Manager ESG und Nachhaltigkeit (m/w/d),Conet Technologies Holding GmbH,"Bonn, Frankfurt am Main, München, Berlin",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Manager-ESG-und-Nachhaltigkeit-m-w-d-Bonn-Frankfurt-am-Main-Muenchen-Berlin-Conet-Technologies-Holding-GmbH--10717870-inline.html
Werkstudent:in im Bereich Data Analytics,SV SparkassenVersicherung,Stuttgart,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Werkstudent-in-im-Bereich-Data-Analytics-Stuttgart-SV-SparkassenVersicherung--10719825-inline.html
Praktikum Global HR Eucerin - Project & Change Management (w/m/d) I Beiersdorf,Beiersdorf AG,Hamburg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Praktikum-Global-HR-Eucerin-Project-Change-Management-w-m-d-I-Beiersdorf-Hamburg-Beiersdorf-AG--10725730-inline.html
Promotion: Analyse und Bewertung der Sicherheit maritimer autonomer Systeme unter dem Einfluss von Künstlicher Intelligenz (m/w/d),ATLAS ELEKTRONIK GmbH,Bremen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Promotion-Analyse-und-Bewertung-der-Sicherheit-maritimer-autonomer-Systeme-unter-dem-Einfluss-von-Kuenstlicher-Intelligenz-m-w-d-Bremen-ATLAS-ELEKTRONIK-GmbH--10625264-inline.html
Werkstudent Data Insights (m/w/d) Insights & Analytics,Dr. August Oetker Nahrungsmittel KG,Bielefeld,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Werkstudent-Data-Insights-m-w-d-Insights-Analytics-Bielefeld-Dr-August-Oetker-Nahrungsmittel-KG--10720399-inline.html
Media Planner (m/f/x),Russell Hobbs Deutschland GmbH,Sulzbach,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Media-Planner-m-f-x-Sulzbach-Russell-Hobbs-Deutschland-GmbH--10705991-inline.html
Informatiker (m/w/d) für das Projekt Verzahnung dualer Studienangebote (LAWS),Hochschule Harz,Wernigerode,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Informatiker-m-w-d-fuer-das-Projekt-Verzahnung-dualer-Studienangebote-LAWS-Wernigerode-Hochschule-Harz--10614797-inline.html
Senior Software Architekt * Cloud und IoT,valantic Software & Technology Innovations GmbH,Eschborn (bei Frankfurt am Main),vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Senior-Software-Architekt-Cloud-und-IoT-Eschborn-bei-Frankfurt-am-Main-valantic-Software-Technology-Innovations-GmbH--8664136-inline.html
Duales Studium Informatik (B.Sc.) (m/w/d) 2024,MANN+HUMMEL GmbH,Ludwigsburg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Duales-Studium-Informatik-B-Sc-m-w-d-2024-Ludwigsburg-MANN-HUMMEL-GmbH--10728470-inline.html
Business Intelligence Analyst (m/w/d),FERCHAU GmbH,Bremen,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Business-Intelligence-Analyst-m-w-d-Bremen-FERCHAU-GmbH--10478858-inline.html
Business Intelligence Analyst (m/w/d),FERCHAU GmbH,Region Oldenburg,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Business-Intelligence-Analyst-m-w-d-Region-Oldenburg-FERCHAU-GmbH--9069172-inline.html
Data Scientist (w/m/d) Machine Learning,ALD AutoLeasing D GmbH,Hamburg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Data-Scientist-w-m-d-Machine-Learning-Hamburg-ALD-AutoLeasing-D-GmbH--10651584-inline.html
(Senior) Business Intelligence Manager (m/w/d) Karten & Konten,CHECK24,München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Senior-Business-Intelligence-Manager-m-w-d-Karten-Konten-Muenchen-CHECK24--10544937-inline.html
Working Student - Short Term Power Market Analysis (f/m/d),Uniper SE,Düsseldorf,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Working-Student-Short-Term-Power-Market-Analysis-f-m-d-Duesseldorf-Uniper-SE--10718232-inline.html
Wissenschaftliche*n Mitarbeiter*in (m/w/d) Professur für Wirtschaftsinformatik und Informationsmanagement,Johann Wolfgang Goethe-Universität Frankfurt,Frankfurt am Main,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Wissenschaftlichen-Mitarbeiterin-m-w-d-Professur-fuer-Wirtschaftsinformatik-und-Informationsmanagement-Frankfurt-am-Main-Johann-Wolfgang-Goethe-Universitaet-Frankfurt--10737139-inline.html
Senior Consultant KI & Machine Learning Public Sector - Voll-/Teilzeit (m/w/d),msg systems ag,"Berlin, Düsseldorf, Frankfurt, Hamburg, Hannover, Karlsruhe, Köln, München, Nürnberg, Stuttgart",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Senior-Consultant-KI-Machine-Learning-Public-Sector-Voll-Teilzeit-m-w-d-Berlin-Duesseldorf-Frankfurt-Hamburg-Hannover-Karlsruhe-Koeln-Muenchen-Nuernberg-Stuttgart-msg-systems-ag--10400890-inline.html
MO360 Product Owner für Digitalisierungsprojekte in der Produktion (w/m/d),Mercedes - Benz AG,Sindelfingen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--MO360-Product-Owner-fuer-Digitalisierungsprojekte-in-der-Produktion-w-m-d-Sindelfingen-Mercedes-Benz-AG--10651905-inline.html
Junior Managers Program - Business Intelligence und Analytics - Traineeprogramm (w/m/div.),Bosch Gruppe,Gerlingen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Junior-Managers-Program-Business-Intelligence-und-Analytics-Traineeprogramm-w-m-div-Gerlingen-Bosch-Gruppe--6977361-inline.html
